用户名称,评分,评论时间,有用数,常居地,加入豆瓣时间,评论,用户url,页数
Snow.,20,"
2018-02-25
",1,, 2017-07-30," 豆瓣水准什么时候这么低了，“强者无敌”好像比“犯我中华者虽远必诛”更幼稚中二吧，没有感情基调没有剧情铺垫前一小时完全入不了戏，选角和动作也软塌塌的，拿什么比《湄公河行动》
                
                
        ",https://www.douban.com/people/164536959/,300
songzhou,10,"
2018-02-21
",1,浙江宁波, 2015-06-15," 看的还是 4D 真的 Cliché
        ",https://www.douban.com/people/129728582/,220
soso,50,"
2018-02-17
",33,青海海南, 2011-05-19," 中国电影史最佳军事题材动作片
        ",https://www.douban.com/people/51713546/,320
souvent,30,"
2018-03-01
",1,北京, 2005-12-19," 血腥暴力，在香港被定为三级片。
        ",https://www.douban.com/people/souvent/,220
Spark,50,"
2018-02-18
",24,广东广州, 2015-04-01," 战狼进化版，唯一的缺点是爆点太多导致全程没有放松时间了
        ",https://www.douban.com/people/124239096/,180
spencer,50,"
2018-02-17
",26,北京, 2006-09-17," 怎么也想不到2018年就能看到这样的军事电影，这个国家进步的速度总是出人意料。
        ",https://www.douban.com/people/thespencer/,120
Sputnīk,10,"
2018-03-04
",0,北京, 2012-01-21," 手撕鬼子海外特别篇（第一次在戏院睡着get
        ",https://www.douban.com/people/57946312/,440
???,30,"
2018-02-21
",0,浙江杭州, 2008-07-14," 当兵真的是很帅啊 
                
                
        ",https://www.douban.com/people/mywaybee/,480
Stephanie says,10,"
2018-02-20
",158,, 2013-08-30," 欣赏无能 为什么豆瓣评分那么高？
        ",https://www.douban.com/people/77323561/,20
StephenSebert,10,"
2018-02-20
",1,广西桂林, 2012-08-23," 难以下咽
        ",https://www.douban.com/people/StephenSebert/,300
sterdam,30,"
2018-02-25
",8,, 2005-10-03," 本来是要给四星的，没想到故事越拖越长，从一个故事拖开成三个故事，就算是三个故事也可以讲得紧凑点不是？然鹅并没有，越拖越炸就越让我疲劳，所以四星变三星。果断没看3D～【光谷cgv】
        ",https://www.douban.com/people/Uvo/,40
Su,10,"
2018-03-03
",2,上海, 2012-09-08," 不知道我是哪根筋搭错了跟着去看这部电影，上一次在电影院睡着还是看蝙蝠侠大战什么什么的时候，从来没有这么想提前离场，震得脑袋疼
        ",https://www.douban.com/people/64527321/,140
su27根本就没有,40,"
2018-02-25
",5,北京, 2006-03-08," 技术细节已经非常厉害，气氛渲染，反派气场，都很到位，可以说是此类国产片前无来者了。不过可能由于某些限制，战士都比较高大全，人物塑造上有些遗憾。幕间节奏中断的感觉也很强烈。
        ",https://www.douban.com/people/su27/,260
sudyt,20,"
2018-02-21
",0,北京, 2010-04-25," 看完一身汗，声音大到我都觉得自己上火了。
        ",https://www.douban.com/people/xuxuyooxi/,340
Sue,20,"
2018-02-24
",1,河南郑州, 2009-07-16," 看了底下一众的五星评论以及夸的不能行的标题，我怀疑自己看了部假电影
                
                
        ",https://www.douban.com/people/sunshine513/,160
Suki,20,"
2018-02-21
",0,河南平顶山, 2008-02-27," 怀着上坟的心陪男票看的，前面很无聊睡着了，我醒的时候他在旁边睡得比我还香。后面坦克的戏还不错。导演想表达的点太多了，每个人物都没能刻画饱满了，都瘪瘪的，为了煽情而煽情为了残酷而残酷为了牛逼而牛逼，配音最忍不了从头到尾我耳朵疼滥用。镜头没记住一个摇的惊艳的，唯一我喜欢的是张译演的好
        ",https://www.douban.com/people/Suki-On-The-Moo/,320
Summer,20,"
2018-02-27
",0,北京, 2009-06-29," 从各方面看 都是八倍的战狼 literally起了很多鸡皮疙瘩。。。从工业化和类型的角度说 确实让人看到国产片的更多可能性 但我觉得还是内核比形式更重要 耳朵都快聋了 我竟然还能睡着 也是服了自己
        ",https://www.douban.com/people/jessicazt/,280
Summer)cheer,30,"
2018-03-01
",1,浙江杭州, 2009-12-05," 不建议十五岁以下观看该片，血腥暴力场景太多了。虽然不在电影院看影响观影效果，但可以看出整体故事情节很流畅，动作战争场面很震撼。个人对军事题材并不是很感冒。
        ",https://www.douban.com/people/summerhuang/,240
SundanceKid,30,"
2018-02-24
",0,浙江嘉兴, 2012-11-01," 第二幕的动作戏铺陈极具迷惑性
        ",https://www.douban.com/people/rudygiraffe/,380
sunwenhao90,20,"
2018-02-23
",0,陕西西安, 2007-02-17," 不差钱，容量庞大，导演有些驾驭不了，叙事不流畅，情节似赶场，结局走向莫名其妙，看着真累。总之，完成度没有想象中那么高，在我看来不值豆瓣这么高分。就说一点，全片不知多少次重复敌人扔来手雷→躲开/扔回去→毫发无损的情节，我不想说这个不科学，只想说编剧你这么偷懒对得起自己的工资么。
        ",https://www.douban.com/people/1430139/,200
SuperEric,20,"
2018-02-20
",2,北京, 2012-01-26," 看得我特别累，第一次看完电影会瘫在椅子上不想动…太累了
        ",https://www.douban.com/people/58046649/,200
Suxia,20,"
2018-02-21
",1,浙江杭州, 2017-11-10," 无聊
        ",https://www.douban.com/people/169421273/,460
sword鲪,20,"
2018-02-26
",0,Singapore, 2010-07-20," 观影纪录:反派大喊 @%+ Chinese 时  某国观众不约而同一阵哄笑。。
        ",https://www.douban.com/people/43683686/,460
sylvia晓霄小小,50,"
2018-02-11
",6391,北京, 2011-06-08," 超前点映场。场面真实，剧情紧凑。中间其实很想上厕所，但是愣是没有找到任何尿点…作为战争片，已超额完成任务，在真实度还原上，达到了国产影片从未有过的高度。细节处理也很妙，剥糖纸的那一段看的揪心。被海清和蒋璐霞的演技圈粉…看到最后，感觉自己整个人都在燃烧。准备春节的时候带着爸妈二刷。
        ",https://www.douban.com/people/sylviapoor/,0
T.V.Zoe ?,30,"
2018-02-22
",1,上海, 2007-05-20," 场面调度节奏把控很不错了 但仍旧不高级   画面光影色调质感还有最重要的BGM都不行  哎……还好我看过黑鹰坠落 否则可能也就被糊弄进去了
        ",https://www.douban.com/people/T.V.Zoe/,140
Theo,20,"
2018-02-16
",7,"Torino, Italy", 2013-09-27," 艹，这就是号称华语最强战争片，文戏烂的惊天动地，战争场面毫无设计逻辑，上一次没看完就走的电影还要追溯到那个诡异的东北青春片
        ",https://www.douban.com/people/78426497/,420
Tiberium,40,"
2018-02-17
",11,北京, 2006-09-13," 可能是林超贤在海军那边拿到了免死金牌，这一部最大的毛病可能就是把他的美学push得太厉害了……这部片子在美国，绝壁NC-17，在国内过审简直是……另外，还可以谈一谈国内的小媳妇帝国主义问题。
        ",https://www.douban.com/people/tiberium/,200
Tinals,20,"
2018-02-17
",10,北京, 2015-12-14," 电影性真的为零，镜头碎的实在让人头晕，两星送给制作质量
        ",https://www.douban.com/people/139012083/,80
Titanium,40,"
2018-02-20
",17,北京, 2011-01-01," 比什么（）2不知道高到哪里去了
        ",https://www.douban.com/people/48491556/,180
TL,20,"
2018-02-19
",0,, 2009-12-05," 完全get不到热血的感觉，就是不断打鸡血
        ",https://www.douban.com/people/27842595/,420
TOMA,10,"
2018-02-19
",0,, 2017-01-02," 对着美式大片编导演全方位山寨
        ",https://www.douban.com/people/155864391/,420
Torrilla,20,"
2018-02-28
",0,湖北武汉, 2011-06-03," 2D都被晃到差点要吐。。。
        ",https://www.douban.com/people/52071601/,220
tricky_V,20,"
2018-02-20
",0,上海, 2009-11-04," 不如叫“中国海军的境外实力展示示范片”咯～ 
        ",https://www.douban.com/people/tricky_V/,320
tsaione,20,"
2018-02-28
",0,浙江宁波, 2008-07-24," 除了解救人质其他都是名不正言不顺的战争，有什么好谈的，后面所谓热血全不成立。更不要说这么多cliche桥段了。
        ",https://www.douban.com/people/alantsai/,420
tulaoji,10,"
2018-02-22
",2,四川成都, 2009-02-27," 废话多，强行血腥，强行战斗，煽动式礼仪。优点嘛，战狼2星星都不想给。
        ",https://www.douban.com/people/3716766/,280
Tuttie,20,"
2018-02-19
",1,湖北武汉, 2012-02-07," 突突突突，咚咚咚咚，啊啊啊啊，中国海军万岁，呵呵。
                
                
        ",https://www.douban.com/people/58371683/,340
twotwo,50,"
2018-02-19
",111,北京, 2009-11-20," 这才二月底，年度最佳国产片已经诞生了。另外选角真的很重要啊，你说要是选了杨洋啊，李易峰啥的来演这个……还是出场就死了算了。
        ",https://www.douban.com/people/GuanRenWoYao/,40
Tyger Tyger,30,"
2018-02-18
",9,上海, 2006-09-11," 作为动作片，合格。最后抢核原料一段，单独看无问题，可对照前头大段渲染的战斗残酷与艰难的基调，就显得轻飘和不接。对手的那个小狙击手，敢情林超贤一定看过《黑猫警长》～～
        ",https://www.douban.com/people/tangweijie/,20
Uncle Lin,30,"
2018-02-18
",3,浙江杭州, 2007-06-21," 全当看了场超级《绝地求生》游戏直播
        ",https://www.douban.com/people/muti/,220
used to,20,"
2018-02-28
",1,北京, 2017-06-20," 来拉一下分，这个分虚高的严重，看完个人认为电影少了某些东西，评分在8.0～8.3才正常
        ",https://www.douban.com/people/162791326/,480
Vamei,30,"
2018-02-20
",71,上海, 2008-11-14," 咱真的不用讨论一下电影分级？我的前排坐着一个小孩。
        ",https://www.douban.com/people/ztftom/,0
Vegemite,50,"
2018-02-18
",19,浙江杭州, 2006-03-10," 挺好看的，春节打五星支持一下，环环紧扣，比战狼2更真实一点，而且看到最后牺牲的两个战士都是同龄人，心里很压抑，希望现代化武器比如反导导弹、无人机更强大一些，减少人员伤亡，peace～
        ",https://www.douban.com/people/sweetxyy/,360
vegeta,20,"
2018-02-21
",1,北京, 2012-02-03," 一场没有一枪一弹的也门撤侨真实事件怎么就能改编成这样？越往后越离谱，典型的世界警察 代理人战争。子弹时间太尬，敌我手雷时间 手雷威力不一致 扫射枪枪命中
  射击滞后人跑 中弹仍有战斗力等等这种手撕鬼子主角光环的东西一点儿不少。还中国版黑鹰坠落？笑死
                
                
        ",https://www.douban.com/people/58261861/,140
Veronica,40,"
2018-02-16
",14,广东广州, 2007-12-18," 全程打仗，配乐很响
        ",https://www.douban.com/people/jennyce/,420
VeryGZ,30,"
2018-02-17
",2,湖南常德, 2007-05-28," 目的性（功利心）较湄公河更强了，知道观众想看什么，索性用鸡血动作场面塞满全片。虽不免有中二台词情节存在，但不至于像同样政宣任务在身的某狼2那样招人反感。@万达皂果
        ",https://www.douban.com/people/GZ/,160
vicky猪豆豆,20,"
2018-02-20
",21,, 2016-08-10," 看吐了……镜头一直晃，不懂导演的表现手法，一直打打打打打晃晃晃晃晃，枪战到底……评分这么高被骗了看的啥鬼，之前以为比战狼2好看，其实哪有它好看
        ",https://www.douban.com/people/149564040/,200
vincentheo,10,"
2018-02-24
",2,"Gainesville, United States", 2008-03-25," 全片就是突突突突大炮开兮轰他娘断头断手断脚突突突突再大炮开兮轰他娘断头断手脚。全片人物极其扁平。少儿不宜。
        ",https://www.douban.com/people/vincentheo/,180
violet,50,"
2018-02-17
",28,, 2007-11-10," 林超贤导演真的太棒了！国际水准，走心之作！很久没有看到这样的院线片了，赞赞赞！
        ",https://www.douban.com/people/violeths/,140
Virgohi21,20,"
2018-02-20
",4,北京, 2008-04-02," 得法不得道。所有的血肉横飞便是恶意。是魔，不是神。
        ",https://www.douban.com/people/yingliang/,60
Vivian-gel,20,"
2018-02-27
",4,北京, 2008-09-25," 老外喜欢拍警察政府多么无能 中国就只能拍相信政府 呵呵哒
        ",https://www.douban.com/people/viviangelove/,140
walkingcloud,20,"
2018-02-16
",354,北京, 2009-09-26," 新年第一部，题材取胜，特效护身，故事讲得竟然比湄公河还弱，林导吃到甜头就更加不走心了？整个就是完成任务式烧钱炫技。反正这种背靠大佬的片子都有保底给分，就不给额外星了（用不着）。以及这片子完全不适合过年全家看，档期很有问题，希望分级制度赶紧出来。
        ",https://www.douban.com/people/zero_shrine/,0
water.shining,20,"
2018-02-22
",0,北京, 2008-04-25," 3D晃得我头晕了，也就一般吧，没有传说中的那么好！
        ",https://www.douban.com/people/2423100/,400
Where,30,"
2018-02-18
",4,广东深圳, 2007-05-09," 群众式爱国主义感动就是low, 拼技术拼战备的爱国主义就是高层次（我们的技术拼得上好莱坞啦我自豪）。不懂。迟迟不派支援的硬伤看得好气，宣扬个人英雄主义，你们胜利的原因在于敌人太弱和主角有光环。唯一有印象的是佟莉很棒。
        ",https://www.douban.com/people/where88/,160
